ean	record_status	qhr	bnc_peer_oh	bnc_peer_oo	bnc_peer_asp	bnc_peer_stores	bnc_all_asp	bs_sales_4week	bnc_peer_sales_4week	bnc_all_sales_4week	bnc_all_sales_total	sortby	timestamp
9780001837119	A	DEM	1	1	0.00	1	0.00	0	0	0	61	2	201304072316
9780002005807	A		2	0	0.00	2	0.00	0	0	0	1827	2	201304072316
9780002005838	A		0	34	0.00	7	0.00	0	0	0	0	34	201304072316
9780002006163	A		9	1	0.00	6	15.98	0	3	12	2630	13	201304072316
9780002006781	A		12	0	0.00	8	23.57	0	4	112	759	16	201304072316
9780002006972	A		5	1	17.95	3	17.95	1	4	10	5617	10	201304072316
9780002008075	A		1	0	0.00	1	0.00	0	0	0	1981	1	201304072316
9780002008860	A		3	0	0.00	2	21.09	0	0	34	29887	3	201304072316
9780002008921	A		2	0	0.00	2	0.00	1	1	6	6417	3	201304072316
9780002008945	A		1	0	0.00	1	0.00	0	0	0	877	1	201304072316
9780002255257	A		0	32	0.00	8	0.00	0	0	0	0	32	201304072316
9780002557207	A		4	0	0.00	2	0.00	0	0	1	1839	4	201304072316
9780006384847	A		1	0	0.00	1	0.00	0	0	0	2534	1	201304072316
9780006385004	A		1	0	0.00	1	0.00	0	0	0	471	1	201304072316
9780006385233	A		8	0	0.00	5	22.48	0	1	53	4037	9	201304072316
9780006385783	A		5	2	16.95	5	16.61	0	3	104	12699	10	201304072316
9780006391555	A		14	0	16.50	7	16.16	0	1	154	206813	15	201304072316
9780006391791	A		5	0	0.00	3	0.00	0	0	0	336	5	201304072316
9780006391999	A		1	0	0.00	1	0.00	0	0	0	101	1	201304072316
9780006392170	A		6	3	0.00	7	0.00	0	0	1	3489	9	201304072316
9780006392217	A		3	0	0.00	2	0.00	0	0	0	134	3	201304072316
9780006392613	A		2	0	0.00	2	19.51	0	0	9	11856	2	201304072316
9780006392781	A		2	0	0.00	1	0.00	0	0	0	1649	2	201304072316
9780006392927	A		2	0	0.00	2	10.47	0	0	11	3091	2	201304072316
9780006393009	A		35	0	0.00	2	7.99	0	0	6	3255	35	201304072316
9780006393023	A		3	0	0.00	3	8.62	1	1	19	15491	4	201304072316
9780006393078	A		1	0	0.00	1	0.00	0	0	0	508	1	201304072316
9780006393092	A		13	0	0.00	8	19.21	0	1	66	24310	14	201304072316
9780006393221	A		9	0	0.00	5	0.00	0	0	0	5104	9	201304072316
9780006393290	A		1	0	0.00	1	0.00	1	1	1	232	2	201304072316
9780006393535	A		12	0	17.99	8	19.63	0	2	19	369	14	201304072316
9780006393740	A		11	0	0.00	6	0.00	0	0	0	2153	11	201304072316
9780006393832	A		5	2	17.05	5	17.56	0	2	50	17218	9	201304072316
9780006393900	A		1	0	0.00	1	0.00	0	0	0	165	1	201304072316
9780006393917	A		0	1	0.00	1	0.00	0	0	0	628	1	201304072316
9780006394013	A		4	0	0.00	3	0.00	0	0	0	1033	4	201304072316
9780006394198	A		4	0	0.00	1	0.00	0	0	0	228	4	201304072316
9780006394204	A		5	0	0.00	4	21.61	0	0	38	11532	5	201304072316
9780006394761	A		2	1	0.00	2	21.80	0	0	3	4724	3	201304072316
9780006394822	A		1	0	0.00	1	0.00	0	0	0	1727	1	201304072316
9780006394907	A		2	0	0.00	2	0.00	0	0	0	1909	2	201304072316
9780006394952	A		1	0	0.00	1	0.00	0	0	3	7287	1	201304072316
9780006395386	A		9	0	0.00	4	19.73	0	5	11	8972	14	201304072316
9780006395430	A		3	1	0.00	3	19.14	0	1	7	1283	5	201304072316
9780006395577	A		2	0	0.00	2	28.72	0	0	10	11763	2	201304072316
9780006395836	A		10	0	0.00	6	17.96	0	0	11	2467	10	201304072316
9780006474890	A		2	0	0.00	2	0.00	0	0	0	1482	2	201304072316
9780006479505	A		6	3	0.00	5	33.51	0	0	156	11791	9	201304072316
9780006481195	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9780006481713	A		2	0	0.00	2	0.00	1	0	0	17607	2	201304072316
9780006481850	A		4	0	0.00	2	0.00	0	0	1	622	4	201304072316
9780006481966	A		9	1	19.95	4	19.73	1	2	7	1366	12	201304072316
9780006483014	A		9	0	0.00	8	20.90	0	0	4	2994	9	201304072316
9780006485131	A		3	0	0.00	3	19.33	0	0	29	6231	3	201304072316
9780006485209	A	DEM	2	0	0.00	2	0.00	0	0	1	1036	2	201304072316
9780006485254	A		3	0	0.00	3	14.65	0	1	8	1017	4	201304072316
9780006485605	A		1	0	0.00	1	0.00	0	0	0	1070	1	201304072316
9780006485612	A		2	0	0.00	1	8.43	0	0	3	1199	2	201304072316
9780006485698	A		3	0	0.00	2	0.00	0	0	1	1511	3	201304072316
9780006499152	A		7	2	0.00	6	19.19	0	0	37	7659	9	201304072316
9780006499169	A		5	0	0.00	5	19.34	0	0	24	5597	5	201304072316
9780006499237	A		3	0	0.00	3	15.00	0	0	18	3964	3	201304072316
9780006511250	A		4	0	0.00	3	16.89	0	0	19	4750	4	201304072316
9780006514213	A		3	0	0.00	3	17.59	0	0	2	662	3	201304072316
9780006514329	A		3	0	0.00	3	10.87	0	0	9	5947	3	201304072316
9780006547747	A		1	0	0.00	1	0.00	0	0	0	651	1	201304072316
9780006550198	A		4	0	9.60	4	12.80	0	1	2	188	5	201304072316
9780006647454	A		1	2	0.00	2	0.00	0	2	2	129	5	201304072316
9780006647775	A		0	1	0.00	1	0.00	0	0	1	128	1	201304072316
9780006753438	A		1	2	0.00	3	0.00	0	0	0	354	3	201304072316
9780006754022	A		0	3	0.00	3	9.88	0	0	2	38607	3	201304072316
9780007107001	A		8	0	0.00	6	23.66	1	3	147	5950	11	201304072316
9780007117857	A		2	0	0.00	2	0.00	0	0	0	1318	2	201304072316
9780007131891	A		0	4	0.00	2	19.81	0	0	3	1674	4	201304072316
9780007139842	A		6	1	0.00	6	17.72	0	1	13	6027	8	201304072316
9780007149834	A		8	0	17.25	5	16.61	0	3	86	17078	11	201304072316
9780007150342	A		11	5	9.99	7	9.71	3	12	360	38004	28	201304072316
9780007150366	A		13	6	9.99	8	9.53	1	14	315	26019	33	201304072316
9780007158058	A		0	0	0.00	0	0.00	0	0	0	35	0	201304072316
9780007174164	A		3	0	0.00	2	9.35	0	2	56	5553	5	201304072316
9780007179688	A		5	2	0.00	4	7.66	0	3	7	1213	10	201304072316
9780007182312	A		10	0	9.99	5	9.63	0	4	62	5872	14	201304072316
9780007182329	A		11	4	0.00	7	9.65	0	4	92	10151	19	201304072316
9780007182336	A		6	1	8.32	6	9.37	0	6	41	3315	13	201304072316
9780007193639	A		2	0	0.00	2	0.00	0	0	0	765	2	201304072316
9780007195374	A		0	1	0.00	1	0.00	0	0	0	1173	1	201304072316
9780007201815	A		3	0	15.99	4	15.62	0	1	28	721	4	201304072316
9780007201952	A		1	0	0.00	1	0.00	0	0	1	215	1	201304072316
9780007201990	A		3	0	0.00	2	0.00	0	0	0	141	3	201304072316
9780007202010	A		1	0	0.00	1	9.99	0	0	1	111	1	201304072316
9780007202928	A		3	0	0.00	3	0.00	0	0	0	2905	3	201304072316
9780007202959	A		1	0	0.00	1	0.00	0	0	0	228	1	201304072316
9780007205998	A		2	2	0.00	2	9.80	0	1	27	12154	5	201304072316
9780007206001	A		1	0	0.00	1	9.75	0	0	38	16632	1	201304072316
9780007207329	A		0	1	0.00	1	9.99	0	0	1	15304	1	201304072316
9780007208319	A		2	1	0.00	3	29.41	0	0	18	5631	3	201304072316
9780007209873	A		8	0	0.00	5	0.00	0	0	11	128	8	201304072316
9780007212071	A		10	0	0.00	6	7.99	0	1	3	209	11	201304072316
9780007213504	A		0	2	0.00	1	0.00	0	0	0	6983	2	201304072316
9780007222414	A		1	0	0.00	1	0.00	0	0	0	5355	1	201304072316
9780007223633	A		2	0	0.00	2	0.00	0	0	0	4595	2	201304072316
9780007229505	A		0	11	0.00	7	0.00	0	0	0	0	11	201304072316
9780007229765	A		1	0	0.00	1	21.51	0	0	12	7946	1	201304072316
9780007243471	A		1	0	0.00	1	14.39	0	0	2	139	1	201304072316
9780007244553	A		1	0	0.00	1	9.53	0	0	28	5075	1	201304072316
9780007247202	A		1	0	0.00	1	18.09	0	0	10	1430	1	201304072316
9780007248490	A		3	0	0.00	2	0.00	0	0	1	942	3	201304072316
9780007253944	A		1	0	0.00	1	0.00	0	0	0	1850	1	201304072316
9780007253975	A		1	0	0.00	1	15.50	0	0	18	1885	1	201304072316
9780007253999	A		10	0	0.00	4	0.00	0	3	6	1589	13	201304072316
9780007254002	A		7	0	0.00	5	0.00	0	0	0	2583	7	201304072316
9780007256037	A		13	0	0.00	8	0.00	0	2	10	454	15	201304072316
9780007263844	A		2	0	0.00	1	11.99	0	0	1	2780	2	201304072316
9780007263851	A		12	1	9.99	7	9.53	0	6	132	4607	19	201304072316
9780007263868	A		0	6	0.00	3	19.57	0	0	3	3306	6	201304072316
9780007263875	A		17	0	17.12	8	18.42	0	9	372	3826	26	201304072316
9780007270842	A		4	0	0.00	3	0.00	0	0	0	20	4	201304072316
9780007271153	A		0	7	0.00	6	0.00	0	0	0	0	7	201304072316
9780007271160	A		2	0	19.99	3	19.81	0	1	22	9635	3	201304072316
9780007271191	A		0	30	0.00	7	0.00	0	0	0	0	30	201304072316
9780007274789	A		1	0	0.00	1	0.00	0	0	0	10	1	201304072316
9780007279043	A		7	0	9.49	4	9.62	0	8	29	1235	15	201304072316
9780007279067	A		6	0	9.33	5	9.50	0	7	176	5980	13	201304072316
9780007279890	A		2	0	0.00	2	0.00	0	0	2	326	2	201304072316
9780007280599	A		4	1	0.00	3	17.45	0	0	24	3586	5	201304072316
9780007289684	A		5	0	0.00	4	0.00	0	0	0	31	5	201304072316
9780007300716	A		1	0	0.00	1	0.00	0	0	0	1370	1	201304072316
9780007302628	A		6	1	7.99	5	9.39	0	3	14	648	10	201304072316
9780007304349	A		5	7	9.99	6	9.64	1	6	637	17403	18	201304072316
9780007312658	A		1	0	0.00	1	0.00	0	0	2	327	1	201304072316
9780007312757	A		1	0	0.00	1	0.00	0	0	0	279	1	201304072316
9780007313082	A		2	0	0.00	1	0.00	0	0	0	7	2	201304072316
9780007313099	A		1	0	0.00	1	0.00	0	0	0	20	1	201304072316
9780007315123	A		2	0	0.00	2	22.65	0	0	6	842	2	201304072316
9780007317271	A		1	0	0.00	1	0.00	0	0	0	474	1	201304072316
9780007319664	A		1	0	0.00	1	0.00	0	0	1	380	1	201304072316
9780007320813	A		16	0	0.00	7	10.72	0	2	112	7453	18	201304072316
9780007322145	A		2	1	0.00	3	0.00	0	0	1	338	3	201304072316
9780007323272	A		5	4	0.00	5	9.70	0	6	394	5660	15	201304072316
9780007324613	A		6	3	8.99	4	9.69	2	5	482	12360	14	201304072316
9780007325214	A		1	0	0.00	1	0.00	0	0	0	497	1	201304072316
9780007331857	A		28	2	19.99	8	19.08	1	8	344	7783	38	201304072316
9780007333455	A		2	0	0.00	2	0.00	0	0	0	88	2	201304072316
9780007338207	A		1	0	0.00	1	0.00	0	0	0	6	1	201304072316
9780007339372	A		3	0	0.00	2	0.00	0	0	0	88	3	201304072316
9780007344208	A		0	10	0.00	5	0.00	0	0	0	0	10	201304072316
9780007344222	A		1	0	0.00	1	0.00	0	0	0	1419	1	201304072316
9780007344246	A		3	0	0.00	2	15.82	0	0	9	55	3	201304072316
9780007344277	A		15	0	19.99	8	19.25	0	9	204	861	24	201304072316
9780007350476	A		12	0	0.00	7	19.16	0	0	80	1865	12	201304072316
9780007354504	A		4	0	0.00	3	7.98	0	1	102	170	5	201304072316
9780007356287	A		1	0	0.00	1	0.00	0	0	0	26	1	201304072316
9780007361427	A		2	0	0.00	1	5.68	0	0	4	284	2	201304072316
9780007364541	A		3	0	0.00	2	12.85	0	0	20	1181	3	201304072316
9780007371099	A		4	0	0.00	2	9.79	0	0	26	2209	4	201304072316
9780007371464	A		15	0	8.59	4	9.38	0	8	86	88	23	201304072316
9780007373550	A		7	0	0.00	5	8.24	0	0	4	4	7	201304072316
9780007375226	A		7	0	0.00	5	15.99	0	0	1	159	7	201304072316
9780007383764	A		2	0	0.00	2	15.70	0	0	42	5090	2	201304072316
9780007387274	A		0	5	0.00	5	0.00	0	0	0	0	5	201304072316
9780007391233	A		6	0	17.99	7	17.68	0	4	187	3185	10	201304072316
9780007398508	A		7	0	0.00	4	9.92	0	1	162	21114	8	201304072316
9780007412082	A		0	17	0.00	7	0.00	0	0	0	0	17	201304072316
9780007413508	A		0	21	0.00	7	0.00	0	0	0	0	21	201304072316
9780007416189	A		2	0	0.00	1	15.74	0	0	45	2617	2	201304072316
9780007416868	A		5	1	8.99	5	8.88	0	2	11	350	8	201304072316
9780007419449	A		1	1	0.00	2	15.33	0	1	42	164	3	201304072316
9780007419456	A		1	0	0.00	1	15.15	0	0	24	142	1	201304072316
9780007419470	A		1	0	0.00	1	0.00	0	0	0	5685	1	201304072316
9780007419494	A		8	0	0.00	5	0.00	0	1	3	3303	9	201304072316
9780007419500	A		8	6	10.99	6	10.55	0	4	124	1508	18	201304072316
9780007419548	A		27	0	9.89	6	10.30	0	5	1238	2447	32	201304072316
9780007419555	A		32	4	18.74	7	18.92	2	26	1687	1687	62	201304072316
9780007420049	A		1	0	0.00	1	0.00	0	0	0	48	1	201304072316
9780007420650	A		5	0	16.99	4	15.38	0	2	7	1157	7	201304072316
9780007420667	A		19	1	8.66	8	9.44	0	7	100	334	27	201304072316
9780007420766	A		6	0	9.90	5	10.60	0	1	81	6024	7	201304072316
9780007421565	A		12	0	9.90	8	10.19	1	5	90	7159	17	201304072316
9780007421572	A		9	0	9.90	6	10.44	0	2	90	5852	11	201304072316
9780007423699	A		1	0	0.00	1	0.00	0	0	1	692	1	201304072316
9780007427819	A		13	0	0.00	6	9.70	0	3	187	28574	16	201304072316
9780007438662	A		20	0	16.19	8	17.58	0	1	123	6816	21	201304072316
9780007440689	A		13	0	0.00	7	0.00	0	0	4	97	13	201304072316
9780007440818	A		8	0	0.00	3	40.51	0	0	21	1228	8	201304072316
9780007440849	A		33	0	0.00	7	16.39	0	1	37	2646	34	201304072316
9780007443277	A		6	0	0.00	5	0.00	0	1	1	19	7	201304072316
9780007445219	A		5	0	0.00	4	21.51	0	0	30	736	5	201304072316
9780007445301	A		1	0	0.00	1	0.00	0	0	0	197	1	201304072316
9780007445318	A		9	0	0.00	7	0.00	0	0	0	30	9	201304072316
9780007445349	A		6	0	8.99	3	9.64	0	11	82	877	17	201304072316
9780007449095	A		2	0	0.00	2	0.00	0	0	4	249	2	201304072316
9780007450138	A		15	0	0.00	6	34.22	0	0	6	220	15	201304072316
9780007450459	A		7	1	0.00	7	17.40	0	1	104	6654	9	201304072316
9780007450725	A		12	0	16.20	6	17.52	0	3	92	2342	15	201304072316
9780007453474	A		8	0	0.00	7	17.79	0	0	4	181	8	201304072316
9780007453481	A		4	0	0.00	4	9.25	0	0	9	132	4	201304072316
9780007454334	A		2	0	0.00	2	0.00	0	0	10	13814	2	201304072316
9780007455669	A		1	0	0.00	1	21.51	0	0	13	41	1	201304072316
9780007457335	A		11	0	0.00	5	22.99	0	1	5	952	12	201304072316
9780007458424	A		36	4	7.99	7	9.69	0	24	1330	35475	64	201304072316
9780007458851	A		0	2	0.00	2	0.00	0	0	0	0	2	201304072316
9780007460847	A		7	0	0.00	5	19.55	0	0	15	4046	7	201304072316
9780007462582	A		13	0	31.34	7	23.75	0	8	131	131	21	201304072316
9780007463374	A		4	0	0.00	1	18.77	0	0	20	1299	4	201304072316
9780007464463	A		26	0	17.49	6	13.32	2	2	274	4642	28	201304072316
9780007465200	A		0	12	0.00	7	0.00	0	0	0	0	12	201304072316
9780007476787	A		1	0	0.00	1	0.00	0	0	0	10	1	201304072316
9780007479559	A		0	28	0.00	7	0.00	0	0	0	0	28	201304072316
9780007479573	A		0	20	0.00	7	0.00	0	0	0	0	20	201304072316
9780007480227	A		0	2	0.00	1	0.00	0	0	0	109	2	201304072316
9780007481064	A		0	26	0.00	6	0.00	0	0	0	0	26	201304072316
9780007481156	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9780007482818	A		6	0	0.00	5	29.99	0	0	1	94	6	201304072316
9780007485147	A		0	4	0.00	4	0.00	0	0	0	3	4	201304072316
9780007486441	A		3	1	0.00	4	0.00	0	0	0	17	4	201304072316
9780007487264	A		1	1	0.00	2	33.55	0	0	2	2	2	201304072316
9780007487288	A		10	0	0.00	3	13.70	0	0	1067	38461	10	201304072316
9780007487295	A		33	0	0.00	3	7.28	0	3	2788	47374	36	201304072316
9780007487301	A		12	0	0.00	4	24.31	0	0	207	4961	12	201304072316
9780007487349	A		7	0	14.99	3	13.58	0	1	196	5000	8	201304072316
9780007487967	A		7	0	0.00	6	26.40	0	0	1	166	7	201304072316
9780007488315	A		4	0	0.00	1	15.21	0	0	35	773	4	201304072316
9780007488339	A		2	0	0.00	1	15.34	0	0	19	353	2	201304072316
9780007488353	A		2	0	0.00	1	15.02	0	0	18	309	2	201304072316
9780007488360	A		1	0	0.00	1	0.00	0	0	1	466	1	201304072316
9780007488513	A		15	0	0.00	4	16.06	0	0	75	8521	15	201304072316
9780007489947	A		0	45	0.00	7	0.00	0	0	0	0	45	201304072316
9780007491261	A		15	5	0.00	7	14.79	0	0	30	30	20	201304072316
9780007491674	A		12	3	0.00	8	12.68	0	3	31	83	18	201304072316
9780007491698	A		0	13	0.00	7	0.00	0	0	0	0	13	201304072316
9780007492770	A		1	6	0.00	4	15.25	0	0	67	67	7	201304072316
9780007497416	A		4	0	0.00	3	14.84	0	1	52	115	5	201304072316
9780007505012	A		10	10	0.00	6	18.99	0	0	17	17	20	201304072316
9780007509843	A		14	0	0.00	5	24.85	0	1	3865	38538	15	201304072316
9780007511174	A		10	23	0.00	7	14.39	0	1	4	4	34	201304072316
9780007512379	A		0	15	0.00	7	0.00	0	0	0	0	15	201304072316
9780007866083	A		2	0	0.00	2	0.00	1	0	0	1987	2	201304072316
9780007921263	A		19	0	0.00	8	22.89	0	1	42	363	20	201304072316
9780007922178	A		0	3	0.00	3	0.00	0	0	0	0	3	201304072316
9780007926404	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9780007929795	A		6	2	0.00	7	19.42	0	2	93	123	10	201304072316
9780007929801	A		6	0	15.99	7	15.99	0	1	5	12	7	201304072316
9780020456001	A		0	0	0.00	0	0.00	0	0	0	27	0	201304072316
9780028609911	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9780060004682	A		1	0	0.00	1	6.48	0	0	1	759	1	201304072316
9780060004873	A		28	0	0.00	8	27.81	0	0	20	3226	28	201304072316
9780060006792	A		1	0	0.00	1	0.00	0	0	0	644	1	201304072316
9780060012748	A		2	0	0.00	2	0.00	0	0	4	394	2	201304072316
9780060013240	A		0	0	31.95	1	31.95	1	1	2	50	1	201304072316
9780060081584	A		5	0	0.00	3	17.72	1	0	12	5604	5	201304072316
9780060084295	A		2	0	0.00	2	17.79	0	0	4	791	2	201304072316
9780060087722	A		1	1	16.99	2	16.38	1	1	7	8374	3	201304072316
9780060092931	A		0	0	12.77	1	12.77	1	1	1	515	1	201304072316
9780060255008	A		6	0	17.05	5	17.81	0	1	2	666	7	201304072316
9780060256654	A		12	5	17.10	8	18.33	0	9	510	61981	26	201304072316
9780060256678	A		8	1	0.00	5	19.56	1	3	259	28076	12	201304072316
9780060256739	A		7	0	0.00	6	21.99	0	3	305	8167	10	201304072316
9780060291716	A		2	0	0.00	2	26.80	0	0	6	1063	2	201304072316
9780060507428	A		0	0	0.00	0	0.00	0	0	0	61	0	201304072316
9780060509293	A		1	0	0.00	1	0.00	0	0	0	24	1	201304072316
9780060512804	A		7	0	0.00	5	10.21	1	3	32	8708	10	201304072316
9780060513313	A		1	0	0.00	1	0.00	0	0	0	6	1	201304072316
9780060514099	A		4	0	0.00	4	8.71	0	0	34	9067	4	201304072316
9780060514150	A		4	0	0.00	3	0.00	0	0	5	7991	4	201304072316
9780060515157	A		0	1	0.00	1	0.00	0	0	0	1	1	201304072316
9780060515195	A		8	1	0.00	6	10.77	0	2	59	21619	11	201304072316
9780060518509	A		2	0	0.00	1	0.00	0	0	0	530	2	201304072316
9780060520229	A		3	0	19.99	3	19.66	2	2	23	4399	5	201304072316
9780060525507	A		6	4	8.75	8	8.50	2	8	361	45799	18	201304072316
9780060525590	A		7	0	8.75	5	8.42	1	2	208	30762	9	201304072316
9780060525613	A		6	0	8.75	5	8.14	0	3	164	25546	9	201304072316
9780060525637	A		3	0	7.88	4	8.33	1	4	179	27169	7	201304072316
9780060525651	A		4	0	0.00	4	8.31	0	1	166	25828	5	201304072316
9780060525859	A		3	0	8.75	4	8.43	0	3	169	26592	6	201304072316
9780060529703	A		12	0	16.99	7	17.48	1	4	39	13833	16	201304072316
9780060530945	A		7	0	8.09	5	8.55	1	2	189	10200	9	201304072316
9780060531058	A		4	0	0.00	3	19.55	0	1	33	794	5	201304072316
9780060533229	A		1	0	0.00	1	0.00	0	0	0	804	1	201304072316
9780060539511	A		9	0	4.99	3	4.69	1	2	341	25347	11	201304072316
9780060539610	A		5	1	0.00	3	4.17	0	1	78	9587	7	201304072316
9780060539702	A		4	0	0.00	2	0.00	0	0	0	4733	4	201304072316
9780060540425	A		3	2	0.00	4	23.29	1	4	58	4286	9	201304072316
9780060540746	A		2	0	0.00	2	7.79	0	1	32	7476	3	201304072316
9780060544034	A		1	0	0.00	1	0.00	0	0	0	335	1	201304072316
9780060545697	A		1	0	0.00	1	0.00	0	0	1	487	1	201304072316
9780060548193	A		1	0	0.00	1	0.00	0	0	0	164	1	201304072316
9780060554736	A		9	0	0.00	6	41.38	0	0	188	56120	9	201304072316
9780060555665	A		3	3	24.99	6	24.37	0	4	570	43701	10	201304072316
9780060559717	A		0	0	0.00	0	16.87	0	0	11	3637	0	201304072316
9780060560751	A		1	0	0.00	1	0.00	0	0	0	476	1	201304072316
9780060572341	A		7	1	20.90	4	20.59	1	10	739	17269	18	201304072316
9780060573942	A		6	0	3.99	5	4.79	1	2	52	4133	8	201304072316
9780060574215	A		12	2	0.00	6	16.65	0	4	406	76221	18	201304072316
9780060577025	A		2	0	0.00	2	0.00	0	0	2	620	2	201304072316
9780060577339	A		5	0	0.00	4	8.43	0	0	103	45976	5	201304072316
9780060577391	A		5	0	0.00	4	9.58	1	2	93	17215	7	201304072316
9780060580612	A		1	0	0.00	1	0.00	0	0	0	21	1	201304072316
9780060580810	A		9	1	11.99	4	13.64	0	5	13	3119	15	201304072316
9780060580865	A		4	3	0.00	5	12.99	1	3	16	3573	10	201304072316
9780060580988	A		10	3	0.00	5	21.83	0	5	15	513	18	201304072316
9780060583101	A		2	0	0.00	1	0.00	0	0	4	62	2	201304072316
9780060585372	A		1	0	0.00	1	44.99	0	0	1	1302	1	201304072316
9780060587031	A		5	1	8.99	3	9.49	0	2	6	1614	8	201304072316
9780060589288	A		3	2	15.99	4	15.53	0	2	56	21819	7	201304072316
9780060589462	A		12	0	8.99	7	8.74	0	6	158	25636	18	201304072316
9780060598761	A		9	0	0.00	6	39.59	0	0	2	93	9	201304072316
9780060611415	A		0	0	0.00	0	0.00	0	0	0	9	0	201304072316
9780060620189	A		3	0	0.00	3	0.00	0	0	6	654	3	201304072316
9780060628628	A		6	0	0.00	3	16.47	1	4	43	2261	10	201304072316
9780060648763	A		0	0	0.00	0	0.00	0	0	0	63	0	201304072316
9780060652920	A		10	0	15.99	7	16.42	0	3	140	22890	13	201304072316
9780060652937	A		8	1	0.00	6	16.48	0	2	91	14416	11	201304072316
9780060653019	A		2	0	0.00	2	18.57	0	0	17	1013	2	201304072316
9780060664510	A		1	0	0.00	1	0.00	0	0	0	7	1	201304072316
9780060692452	A		1	0	0.00	1	0.00	0	0	0	90	1	201304072316
9780060739003	A		1	0	0.00	1	8.75	0	0	1	391	1	201304072316
9780060739669	A		7	1	0.00	6	17.37	1	7	198	19702	15	201304072316
9780060741044	A		11	1	15.29	7	16.48	0	5	213	22003	17	201304072316
9780060741266	A		2	0	19.99	2	19.70	0	1	24	3859	3	201304072316
9780060742447	A		1	0	0.00	1	0.00	0	0	0	881	1	201304072316
9780060744519	A		5	1	0.00	4	8.46	0	2	167	27969	8	201304072316
9780060744540	A		5	0	0.00	4	8.49	0	0	123	22164	5	201304072316
9780060744571	A		6	0	0.00	4	8.81	0	0	105	19040	6	201304072316
9780060745165	A		4	3	8.75	4	8.04	2	6	50	2148	13	201304072316
9780060747220	A		6	1	14.40	4	17.38	0	4	29	24006	11	201304072316
9780060750343	A		3	0	0.00	3	8.79	0	0	7	5619	3	201304072316
9780060750466	A		1	0	0.00	1	0.00	1	0	0	912	2	201304072316
9780060753641	A		4	0	0.00	3	16.30	3	3	69	1556	7	201304072316
9780060755799	A		1	0	0.00	1	18.99	0	0	1	2762	1	201304072316
9780060777050	A		4	0	0.00	4	17.99	0	0	8	2501	4	201304072316
9780060778408	A		1	0	0.00	1	0.00	0	0	0	4018	1	201304072316
9780060779627	A		1	0	0.00	1	0.00	0	0	0	850	1	201304072316
9780060780944	A		2	0	22.49	2	24.25	1	1	18	3855	3	201304072316
9780060783358	A		3	0	0.00	2	0.00	1	1	6	375	4	201304072316
9780060786502	A		15	1	0.00	7	16.11	0	2	84	13892	18	201304072316
9780060797577	A		1	0	0.00	1	0.00	0	0	0	73	1	201304072316
9780060816117	A		5	0	0.00	4	14.50	0	1	31	7679	6	201304072316
9780060824976	A		0	1	8.99	1	8.71	1	1	16	10879	2	201304072316
9780060826598	A		2	0	0.00	2	0.00	0	1	4	1240	3	201304072316
9780060827625	A		4	1	0.00	5	7.79	0	1	76	16588	6	201304072316
9780060827670	A		3	1	0.00	3	8.46	0	1	71	14960	5	201304072316
9780060827717	A		2	1	0.00	3	8.29	0	1	75	14011	4	201304072316
9780060832810	A		4	0	0.00	4	16.65	0	0	37	27737	4	201304072316
9780060833459	A		1	0	0.00	1	17.83	0	0	17	5282	1	201304072316
9780060835200	A		3	0	0.00	3	6.84	0	1	39	1913	4	201304072316
9780060835651	A		7	0	0.00	5	4.81	0	0	116	2391	7	201304072316
9780060836931	A		1	0	0.00	1	0.00	0	0	0	53	1	201304072316
9780060837747	A		1	0	0.00	1	0.00	0	0	0	1866	1	201304072316
9780060838102	A		2	0	0.00	2	7.81	0	0	5	608	2	201304072316
9780060838584	A		1	0	0.00	1	0.00	0	0	4	9552	1	201304072316
9780060838591	A		2	0	0.00	2	0.00	0	0	6	4395	2	201304072316
9780060838652	A		6	0	21.99	5	20.44	0	4	22	8158	10	201304072316
9780060838720	A		16	1	0.00	7	17.12	0	4	82	23398	21	201304072316
9780060839789	A		6	0	0.00	6	15.28	1	2	37	7906	8	201304072316
9780060841430	A		2	0	0.00	2	17.99	0	0	1	195	2	201304072316
9780060842352	A		4	1	17.99	4	17.79	0	2	20	10225	7	201304072316
9780060842598	A		2	0	0.00	1	19.55	0	0	2	1532	2	201304072316
9780060844097	A		0	0	0.00	0	0.00	0	0	0	49	0	201304072316
9780060849696	A		1	0	0.00	1	16.92	0	0	13	1500	1	201304072316
9780060849719	A		1	0	0.00	1	0.00	0	0	3	281	1	201304072316
9780060855024	A		2	0	0.00	2	15.29	0	0	4	1117	2	201304072316
9780060858797	A		3	0	0.00	3	18.40	0	0	34	5004	3	201304072316
9780060859725	A		7	1	18.00	5	18.00	0	4	4	4981	12	201304072316
9780060859732	A		15	0	17.99	8	17.23	0	8	103	1565	23	201304072316
9780060871246	A		5	0	0.00	5	7.28	0	2	121	15813	7	201304072316
9780060871277	A		5	2	0.00	4	7.77	0	1	67	6543	8	201304072316
9780060871307	A		3	0	0.00	3	7.57	0	0	50	4422	3	201304072316
9780060871338	A		3	0	0.00	3	7.84	0	0	37	2776	3	201304072316
9780060875077	A		11	1	15.99	8	16.74	2	3	455	83497	15	201304072316
